instance,family,vcpu,memory,cpu,arch,gpu,gpu_mem,net,storage,gen,usd_hr
x2gd.2xlarge,Memory optimized,8,128 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 10 Gigabit,1 x 474 SSD,Yes,0.668
r5dn.2xlarge,Memory optimized,8,64 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 25 Gigabit,1 x 300 NVMe SSD,Yes,0.668
m8in.2xlarge,General purpose,8,32.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 40 Gigabit,EBS only,Yes,0.66832
m8ib.2xlarge,General purpose,8,32.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 26.66 Gigabit,EBS only,Yes,0.66832
c7i-flex.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.6783
c6i.4xlarge,Compute optimized,16,32 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.68
c5.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,0.68
c8ine.2xlarge,Compute optimized,8,16 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,12.5 Gigabit,EBS only,Yes,0.6804
i4i.2xlarge,Storage optimized,8,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 12 Gigabit,1 x 1875 NVMe SSD,Yes,0.686
i8g.2xlarge,Storage optimized,8,64 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 12 Gigabit,1 x 1875GB,Yes,0.6864
m5a.4xlarge,General purpose,16,64 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,0.688
c5ad.4xlarge,Compute optimized,16,32 GiB,AMD EPYC 7R32,64-bit,,NA,Up to 10 Gigabit,2 x 300 NVMe SSD,Yes,0.688
d2.xlarge,Storage optimized,4,30.5 GiB,Intel Xeon E5-2676 v3 (Haswell),64-bit,,NA,Moderate,3 x 2000 HDD,No,0.69
c6gn.4xlarge,Compute optimized,16,32 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,EBS only,Yes,0.6912
m6a.4xlarge,General purpose,16,64 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.6912
c9g.4xlarge,Compute optimized,16,32.0 GiB,AWS Graviton5 Processor,64-bit,,NA,Up to 17 Gigabit,EBS only,Yes,0.69552
r6in.2xlarge,Memory optimized,8,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 40000 Megabit,EBS only,Yes,0.69732
c8i-flex.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,0.71216
c7i.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.714
m8g.4xlarge,General purpose,16,64 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 15 Gigabit,EBS only,Yes,0.71808
m6gd.4xlarge,General purpose,16,64 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 10 Gigabit,1 x 950 NVMe SSD,Yes,0.7232
c7gd.4xlarge,Compute optimized,16,32 GiB,AWS Graviton3 Processor,64-bit,,NA,Up to 15 Gigabit,1 x 950 NVMe SSD,Yes,0.7258
im4gn.2xlarge,Storage optimized,8,32 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 25 Gigabit,1 x 3750 SSD,Yes,0.72758
r8gn.2xlarge,Memory optimized,8,64 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 50 Gigabit,EBS only,Yes,0.7287
r8gb.2xlarge,Memory optimized,8,64 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 33.333 Gigabit,EBS only,Yes,0.72872
r7iz.2xlarge,Memory optimized,8,64 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.744
z1d.2xlarge,Memory optimized,8,64 GiB,Intel Xeon Platinum 8151,64-bit,,NA,Up to 10 Gigabit,1 x 300 NVMe SSD,Yes,0.744
c8i.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,0.74968
g3s.xlarge,GPU instance,4,30.5 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,1,8 GB,10 Gigabit,EBS only,Yes,0.75
g4dn.2xlarge,GPU instance,8,32 GiB,Intel Xeon Family,64-bit,1,16 GB,Up to 25 Gigabit,225 GB NVMe SSD,Yes,0.752
i7i.2xlarge,Storage optimized,8,64 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 12 Gigabit,1 x 1875 NVMe SSD,Yes,0.755
inf2.xlarge,Machine Learning ASIC Instances,4,16 GiB,AMD EPYC 7R13 Processor,64-bit,1,32 GB,Up to 15 Gigabit,EBS only,Yes,0.7582
m8idn.2xlarge,General purpose,8,32.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 40 Gigabit,1 x 474 NVMe SSD,Yes,0.76376
m8idb.2xlarge,General purpose,8,32.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 26.66 Gigabit,1 x 474 NVMe SSD,Yes,0.76376
m7i-flex.4xlarge,General purpose,16,64 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.76608
m5.4xlarge,General purpose,16,64 GiB,Intel Xeon Platinum 8175,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,0.768
c5d.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,Up to 10 Gigabit,1 x 400 NVMe SSD,Yes,0.768
m6i.4xlarge,General purpose,16,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.768
r6idn.2xlarge,Memory optimized,8,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 40000 Megabit,1 x 474 NVMe SSD,Yes,0.78156
x8g.2xlarge,Memory optimized,8,128 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 15 Gigabit,EBS only,Yes,0.7816
m9g.4xlarge,General purpose,16,64 GiB,AWS Graviton5 Processor,64-bit,,NA,Up to 17000 Megabit,EBS only,Yes,0.78272
c8gd.4xlarge,Compute optimized,16,32 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 15 Gigabit,1 x 950 NVMe SSD,Yes,0.78384
c4.4xlarge,Compute optimized,16,30 GiB,Intel Xeon E5-2666 v3 (Haswell),64-bit,,NA,High,EBS only,Yes,0.796
m4.4xlarge,General purpose,16,64 GiB,Intel Xeon E5-2676 v3 (Haswell),64-bit,,NA,High,EBS only,Yes,0.8
m8i-flex.4xlarge,General purpose,16,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,0.8044
g6.xlarge,GPU instance,4,16 GiB,AMD EPYC 7R13 Processor,64-bit,1,24 GB,Up to 10 Gigabit,1 x 250 GB NVMe SSD,Yes,0.8048
c6id.4xlarge,Compute optimized,16,32 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 12500 Megabit,1 x 950 NVMe SSD,Yes,0.8064
m7i.4xlarge,General purpose,16,64 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.8064
r6g.4xlarge,Memory optimized,16,128 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,0.8064
c7a.4xlarge,Compute optimized,16,32 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.82112
m5ad.4xlarge,General purpose,16,64 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,2 x 300 NVMe SSD,Yes,0.824
g5g.4xlarge,GPU instance,16,32 GiB,AWS Graviton2 Processor,64-bit,1,16 GB,Up to 10 Gigabit,EBS only,Yes,0.828
x2iedn.xlarge,Memory optimized,4,128 GiB,Intel Xeon Scalable (Icelake),64-bit,,NA,Up to 25 Gigabit,1 x 118 NVMe SSD,Yes,0.83363
x1e.xlarge,Memory optimized,4,122 GiB,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,,NA,Up to 10 Gigabit,1 x 120 SSD,Yes,0.834
m8ine.2xlarge,General purpose,8,32.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,12.5 Gigabit,EBS only,Yes,0.8354
r8in.2xlarge,Memory optimized,8,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 40 Gigabit,EBS only,Yes,0.8368
r8ib.2xlarge,Memory optimized,8,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 26.66 Gigabit,EBS only,Yes,0.8368
c3.4xlarge,Compute optimized,16,30 GiB,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,,NA,High,2 x 160 SSD,No,0.84
m8i.4xlarge,General purpose,16,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,0.84672
i2.xlarge,Storage optimized,4,30.5 GiB,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,,NA,Moderate,1 x 800 SSD,No,0.853
m7gd.4xlarge,General purpose,16,64 GiB,AWS Graviton3 Processor,64-bit,,NA,Up to 15 Gigabit,1 x 950 NVMe SSD,Yes,0.8543
c9gd.4xlarge,Compute optimized,16,32.0 GiB,AWS Graviton5 Processor,64-bit,,NA,Up to 17 Gigabit,1 x 950 NVMe SSD,Yes,0.8544
r7g.4xlarge,Memory optimized,16,128 GiB,AWS Graviton3 Processor,64-bit,,NA,Up to 15 Gigabit,EBS only,Yes,0.8568
c8a.4xlarge,Compute optimized,16,32 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,0.86216
c5n.4xlarge,Compute optimized,16,42 GiB,Intel Xeon Platinum 8124M,64-bit,,NA,Up to 25 Gigabit,EBS only,Yes,0.864
g4ad.4xlarge,GPU instance,16,64 GiB,AMD EPYC 7R32,64-bit,1,8 GB,Up to 10 Gigabit,600 GB NVMe SSD,Yes,0.867
x8i.2xlarge,Memory optimized,8,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,0.87532
c8id.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,1 x 950 NVMe SSD,Yes,0.88704
p2.xlarge,GPU instance,4,61 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,1,NA,High,EBS only,Yes,0.9
r5a.4xlarge,Memory optimized,16,128 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,0.904
i3en.2xlarge,Storage optimized,8,64 GiB,Intel Xeon Platinum 8175,64-bit,,NA,Up to 25 Gigabit,2 x 2500 NVMe SSD,Yes,0.904
m5d.4xlarge,General purpose,16,64 GiB,Intel Xeon Platinum 8175,64-bit,,NA,Up to 10 Gigabit,2 x 300 NVMe SSD,Yes,0.904
r6a.4xlarge,Memory optimized,16,128 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.9072
c6in.4xlarge,Compute optimized,16,32 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 50000 Megabit,EBS only,Yes,0.9072
r6gd.4xlarge,Memory optimized,16,128 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 10 Gigabit,1 x 950 NVMe SSD,Yes,0.9216
m8gd.4xlarge,General purpose,16,64 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 15 Gigabit,1 x 950 NVMe SSD,Yes,0.92256
m7a.4xlarge,General purpose,16,64 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,0.92736
h1.4xlarge,Storage optimized,16,64 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,Up to 10 Gigabit,2 x 2000 HDD,Yes,0.936
r8idn.2xlarge,Memory optimized,8,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 40 Gigabit,1 x 474 NVMe SSD,Yes,0.93788
r8idb.2xlarge,Memory optimized,8,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 26.66 Gigabit,1 x 474 NVMe SSD,Yes,0.93788
r8g.4xlarge,Memory optimized,16,128 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 15 Gigabit,EBS only,Yes,0.94256
c8gn.4xlarge,Compute optimized,16,32 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,0.948
c8gb.4xlarge,Compute optimized,16,32 GiB,AWS Graviton4 Processor,64-bit,,NA,33.333 Gigabit,EBS only,Yes,0.948
m6id.4xlarge,General purpose,16,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 12500 Megabit,1 x 950 NVMe SSD,Yes,0.9492
i8ge.2xlarge,Storage optimized,8,64 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 25 Gigabit,2 x 2500 NVMe SSD,Yes,0.9492
g6f.4xlarge,GPU instance,16,64 GiB,AMD EPYC 7R13 Processor,64-bit,0.5,12 GB,Up to 25 Gigabit,1 x 450 NVMe SSD,Yes,0.95
m5n.4xlarge,General purpose,16,64 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 25 Gigabit,EBS only,Yes,0.952
m8a.4xlarge,General purpose,16,64 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,0.97376
g6.2xlarge,GPU instance,8,32 GiB,AMD EPYC 7R13 Processor,64-bit,1,24 GB,Up to 10 Gigabit,1 x 450 GB NVMe SSD,Yes,0.9776
m2.4xlarge,Memory optimized,8,68.4 GiB,Intel Xeon Family,64-bit,,NA,High,2 x 840 SSD,No,0.98
m5zn.3xlarge,General purpose,12,48 GiB,Intel Xeon Platinum 8252,64-bit,,NA,Up to 25 Gigabit,EBS only,Yes,0.991
c7gn.4xlarge,Compute optimized,16,32 GiB,AWS Graviton3 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,0.9984
d3.2xlarge,Storage optimized,8,64 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 15 Gigabit,6 x 2000 HDD,Yes,0.999
m9gd.4xlarge,General purpose,16,64.0 GiB,AWS Graviton5 Processor,64-bit,,NA,Up to 17 Gigabit,1 x 950 NVMe SSD,Yes,1.0056
g5.xlarge,GPU instance,4,16 GiB,AMD EPYC 7R32,64-bit,1,24 GB,Up to 10 Gigabit,1 x 250 GB NVMe SSD,Yes,1.006
r6i.4xlarge,Memory optimized,16,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,1.008
r5.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Platinum 8175,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,1.008
i7ie.2xlarge,Storage optimized,8,64 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 25 Gigabit,2 x 2500 NVMe SSD,Yes,1.0396
m8id.4xlarge,General purpose,16,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,1 x 950 NVMe SSD,Yes,1.04416
r5ad.4xlarge,Memory optimized,16,128 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,2 x 300 NVMe SSD,Yes,1.048
d3en.2xlarge,Storage optimized,8,32 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 25 Gigabit,4 x 14000 HDD,Yes,1.051
r8i-flex.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,1.05576
r7i.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,1.0584
r4.4xlarge,Memory optimized,16,122 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,1.064
gr6f.4xlarge,GPU instance,16,128 GiB,AMD EPYC 7R13 Processor,64-bit,0.5,12 GB,Up to 25 Gigabit,1 x 450 NVMe SSD,Yes,1.066
m5dn.4xlarge,General purpose,16,64 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 25 Gigabit,2 x 300 NVMe SSD,Yes,1.088
c6g.8xlarge,Compute optimized,32,64 GiB,AWS Graviton2 Processor,64-bit,,NA,12 Gigabit,EBS only,Yes,1.088
r7gd.4xlarge,Memory optimized,16,128 GiB,AWS Graviton3 Processor,64-bit,,NA,Up to 15 Gigabit,1 x 950 NVMe SSD,Yes,1.0886
c8in.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 50 Gigabit,EBS only,Yes,1.08864
c8ib.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 33.333 Gigabit,EBS only,Yes,1.08864
r8i.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,1.11136
m6in.4xlarge,General purpose,16,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 50000 Megabit,EBS only,Yes,1.11384
z1d.3xlarge,Memory optimized,12,96 GiB,Intel Xeon Platinum 8151,64-bit,,NA,Up to 10 Gigabit,1 x 450 NVMe SSD,Yes,1.116
g3.4xlarge,GPU instance,16,122 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,1,8 GB,Up to 10 Gigabit,EBS only,Yes,1.14
r5d.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Platinum 8175,64-bit,,NA,Up to 10 Gigabit,2 x 300 NVMe SSD,Yes,1.152
is4gen.2xlarge,Storage optimized,8,48 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 25 Gigabit,1 x 7500 SSD,Yes,1.1526
c7g.8xlarge,Compute optimized,32,64 GiB,AWS Graviton3 Processor,64-bit,,NA,15 Gigabit,EBS only,Yes,1.16
m8gb.4xlarge,General purpose,16,64 GiB,AWS Graviton4 Processor,64-bit,,NA,33.333 Gigabit,EBS only,Yes,1.164
m8gn.4xlarge,General purpose,16,64 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,1.164
r8gd.4xlarge,Memory optimized,16,128 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 15 Gigabit,1 x 950 NVMe SSD,Yes,1.17568
inf1.6xlarge,Machine Learning ASIC Instances,24,48 GiB,Intel Xeon Platinum 8275CL (Cascade Lake),64-bit,4,NA,25 Gigabit,EBS only,Yes,1.18
r5b.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,1.192
r5n.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 25 Gigabit,EBS only,Yes,1.192
g4dn.4xlarge,GPU instance,16,64 GiB,Intel Xeon Family,64-bit,1,16 GB,Up to 25 Gigabit,225 GB NVMe SSD,Yes,1.204
r6id.4xlarge,Memory optimized,16,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 12500 Megabit,1 x 950 NVMe SSD,Yes,1.2096
g5.2xlarge,GPU instance,8,32 GiB,AMD EPYC 7R32,64-bit,1,24 GB,Up to 10 Gigabit,1 x 450 GB NVMe SSD,Yes,1.212
r7a.4xlarge,Memory optimized,16,128 GiB,AMD EPYC 9R14 Processor,64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,1.2172
c6a.8xlarge,Compute optimized,32,64 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,12500 Megabit,EBS only,Yes,1.224
c6gd.8xlarge,Compute optimized,32,64 GiB,AWS Graviton2 Processor,64-bit,,NA,12 Gigabit,1 x 1900 NVMe SSD,Yes,1.2288
c5a.8xlarge,Compute optimized,32,64 GiB,AMD EPYC 7R32,32-bit or 64-bit,,NA,10 Gigabit,EBS only,Yes,1.232
m6g.8xlarge,General purpose,32,128 GiB,AWS Graviton2 Processor,64-bit,,NA,12 Gigabit,EBS only,Yes,1.232
i4g.4xlarge,Storage optimized,16,128 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 25 Gigabit,1 x 3750 SSD,Yes,1.23552
m8azn.3xlarge,General purpose,12,48 GiB,AMD EPYC 9575F,64-bit,,NA,Up to 50 Gigabit,EBS only,Yes,1.23876
i3.4xlarge,Storage optimized,16,122 GiB,Intel Xeon E5-2686 v4 (Broadwell),64-bit,,NA,Up to 10 Gigabit,2 x 1900 NVMe SSD,Yes,1.248
m6idn.4xlarge,General purpose,16,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 50000 Megabit,1 x 950 NVMe SSD,Yes,1.27296
c8g.8xlarge,Compute optimized,32,64 GiB,AWS Graviton4 Processor,64-bit,,NA,15 Gigabit,EBS only,Yes,1.27616
r8a.4xlarge,Memory optimized,16,128 GiB,AMD EPYC 9R45 Processor,64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,1.27808
vt1.6xlarge,Media Accelerator Instances,24,48 GiB,Intel Xeon Platinum 8259CL,64-bit,,NA,6250 Megabit,EBS only,Yes,1.3
m7g.8xlarge,General purpose,32,128 GiB,AWS Graviton3 Processor,64-bit,,NA,15 Gigabit,EBS only,Yes,1.3056
g6.4xlarge,GPU instance,16,64 GiB,AMD EPYC 7R13 Processor,64-bit,1,24 GB,Up to 25 Gigabit,1 x 600 GB NVMe SSD,Yes,1.3232
r3.4xlarge,Memory optimized,16,122 GiB,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,,NA,High,1 x 320 SSD,No,1.33
r8id.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,1 x 950 NVMe SSD,Yes,1.33056
x2gd.4xlarge,Memory optimized,16,256 GiB,AWS Graviton2 Processor,64-bit,,NA,Up to 10 Gigabit,1 x 950 SSD,Yes,1.336
r5dn.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,,NA,Up to 25 Gigabit,2 x 300 NVMe SSD,Yes,1.336
m8ib.4xlarge,General purpose,16,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 33.33 Gigabit,EBS only,Yes,1.33664
m8in.4xlarge,General purpose,16,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 50 Gigabit,EBS only,Yes,1.33664
trn1.2xlarge,Machine Learning ASIC Instances,8,32 GiB,Intel Xeon Scalable (Icelake),64-bit,1,32 GB,12500 Megabit,1 x 475 NVMe SSD,Yes,1.34375
i3en.3xlarge,Storage optimized,12,96 GiB,Intel Xeon Platinum 8175,64-bit,,NA,Up to 25 Gigabit,1 x 7500 NVMe SSD,Yes,1.356
c7i-flex.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,1.3566
c6i.8xlarge,Compute optimized,32,64 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,12500 Megabit,EBS only,Yes,1.36
c8ine.4xlarge,Compute optimized,16,32 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,25 Gigabit,EBS only,Yes,1.3608
g5g.8xlarge,GPU instance,32,64 GiB,AWS Graviton2 Processor,64-bit,1,16 GB,Up to 12 Gigabit,EBS only,Yes,1.372
i8g.4xlarge,Storage optimized,16,128 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 25 Gigabit,1 x 3750GB,Yes,1.3728
i4i.4xlarge,Storage optimized,16,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 25 Gigabit,1 x 3750 NVMe SSD,Yes,1.373
m5a.8xlarge,General purpose,32,128 GiB,AMD EPYC 7571,64-bit,,NA,Up to 10 Gigabit,EBS only,Yes,1.376
c5ad.8xlarge,Compute optimized,32,64 GiB,AMD EPYC 7R32,64-bit,,NA,10 Gigabit,2 x 600 NVMe SSD,Yes,1.376
d2.2xlarge,Storage optimized,8,61 GiB,Intel Xeon E5-2676 v3 (Haswell),64-bit,,NA,High,6 x 2000 HDD,No,1.38
m6a.8xlarge,General purpose,32,128 GiB,AMD EPYC 7R13 Processor,64-bit,,NA,12500 Megabit,EBS only,Yes,1.3824
c6gn.8xlarge,Compute optimized,32,64 GiB,AWS Graviton2 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,1.3824
c9g.8xlarge,Compute optimized,32,64.0 GiB,AWS Graviton5 Processor,64-bit,,NA,17 Gigabit,EBS only,Yes,1.39104
r6in.4xlarge,Memory optimized,16,128 GiB,Intel Xeon 8375C (Ice Lake),64-bit,,NA,Up to 50000 Megabit,EBS only,Yes,1.39464
i8ge.3xlarge,Storage optimized,12,96 GiB,AWS Graviton4 Processor,64-bit,,NA,Up to 25 Gigabit,1 x 7500 NVMe SSD,Yes,1.4238
c8i-flex.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 15000 Megabit,EBS only,Yes,1.42432
c7i.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,12500 Megabit,EBS only,Yes,1.428
m8g.8xlarge,General purpose,32,128 GiB,AWS Graviton4 Processor,64-bit,,NA,15 Gigabit,EBS only,Yes,1.43616
m6gd.8xlarge,General purpose,32,128 GiB,AWS Graviton2 Processor,64-bit,,NA,12 Gigabit,1 x 1900 NVMe SSD,Yes,1.4464
c7gd.8xlarge,Compute optimized,32,64 GiB,AWS Graviton3 Processor,64-bit,,NA,15 Gigabit,1 x 1900 NVMe SSD,Yes,1.4515
im4gn.4xlarge,Storage optimized,16,64 GiB,AWS Graviton2 Processor,64-bit,,NA,25 Gigabit,1 x 7500 SSD,Yes,1.45517
r8gn.4xlarge,Memory optimized,16,128 GiB,AWS Graviton4 Processor,64-bit,,NA,50 Gigabit,EBS only,Yes,1.4574
r8gb.4xlarge,Memory optimized,16,128 GiB,AWS Graviton4 Processor,64-bit,,NA,33.333 Gigabit,EBS only,Yes,1.45744
r7iz.4xlarge,Memory optimized,16,128 GiB,Intel Xeon Scalable (Sapphire Rapids),64-bit,,NA,Up to 12500 Megabit,EBS only,Yes,1.488
c8i.8xlarge,Compute optimized,32,64 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,15000 Megabit,EBS only,Yes,1.49936
i7i.4xlarge,Storage optimized,16,128 GiB,Intel Xeon Scalable (Emerald Rapids),64-bit,,NA,Up to 25 Gigabit,1 x 3750 NVMe SSD,Yes,1.5101
m8idn.4xlarge,General purpose,16,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 50 Gigabit,1 x 950 NVMe SSD,Yes,1.52752
m8idb.4xlarge,General purpose,16,64.0 GiB,Intel Xeon Scalable (Granite Rapids),64-bit,,NA,Up to 33.33 Gigabit,1 x 950 NVMe SSD,Yes,1.52752
